"","TIME","TYPE"
"6245",24.5,"FFME"
"6246",25.7,"FFME"
"6247",25.5,"FFME"
"6248",27.1,"FFME"
"6249",28.6,"FFME"
"6250",22.5,"FFME"
"6251",25.1,"FFME"
"6252",40,"FFME"
"6253",43.1,"FFME"
"6254",41.6,"FFME"
"6255",43.1,"FFME"
"6256",47.5,"FFME"
"6257",47.5,"FFME"
"6258",42.4,"FFME"
"6259",44.3,"FFME"
"6260",47.4,"FFME"
"6261",46.1,"FFME"
"6262",46.7,"FFME"
"6263",35.7,"FFME"
"6264",38.6,"FFME"
"6265",36.1,"FFME"
"6266",37.9,"FFME"
"6267",40.2,"FFME"
"6268",40.8,"FFME"
"6269",42.6,"FFME"
"6270",43,"FFME"
"6271",44.1,"FFME"
"6272",45,"FFME"
"6273",46.1,"FFME"
"6274",48.8,"FFME"
"6275",53.7,"FFME"
"6276",53.9,"FFME"
"6277",56.8,"FFME"
"6278",53.8,"FFME"
"6279",49.6,"FFME"
"6280",48.6,"FFME"
"6281",51.4,"FFME"
"6282",51,"FFME"
"6283",31.8,"FFME"
"6284",30.8,"FFME"
"6285",30.9,"FFME"
"6286",29.1,"FFME"
"6287",31.7,"FFME"
"6288",32.3,"FFME"
"6289",30.6,"FFME"
"6290",30.9,"FFME"
"6291",31.1,"FFME"
"6292",58.6,"FFME"
"6293",57.4,"FFME"
"6294",60.5,"FFME"
"6295",59.3,"FFME"
"6296",62.6,"FFME"
"6297",61.7,"FFME"
"6298",53.6,"FFME"
"6299",55.8,"FFME"
"6300",55.3,"FFME"
"6301",57.2,"FFME"
"6302",59.7,"FFME"
"6303",62.3,"FFME"
"6304",61.4,"FFME"
"6305",59.6,"FFME"
"6306",57.6,"FFME"
"6307",55.2,"FFME"
"6308",54.9,"FFME"
"6309",52,"FFME"
"6310",35.1,"FFME"
"6311",35.4,"FFME"
"6312",38,"FFME"
"6313",46.6,"FFME"
"6314",47.7,"FFME"
"6315",45,"FFME"
"6316",45.2,"FFME"
"6317",66.9,"FFME"
"6318",27.5,"FFME"
"6319",27.4,"FFME"
"6320",30.2,"FFME"
"6321",29.9,"FFME"
"6322",30.8,"FFME"
"6323",29.5,"FFME"
"6324",28.6,"FFME"
"6325",31.2,"FFME"
"6326",31.9,"FFME"
"6327",35,"FFME"
"6328",34.7,"FFME"
"6329",31.4,"FFME"
"6330",35.6,"FFME"
"6331",34.6,"FFME"
"6332",36.9,"FFME"
"6333",39.4,"FFME"
"6334",36.8,"FFME"
"6335",36.1,"FFME"
"6336",37.6,"FFME"
"6337",35.7,"FFME"
"6338",36.4,"FFME"
"6339",37.9,"FFME"
"6340",38.4,"FFME"
"6341",37.7,"FFME"
"6342",38.8,"FFME"
"6343",34.2,"FFME"
"6344",32.1,"FFME"
"6345",32.3,"FFME"
"6346",34.4,"FFME"
"6347",35.9,"FFME"
"6348",41.9,"FFME"
"6349",40.2,"FFME"
"6350",40.7,"FFME"
"6351",43,"FFME"
"6352",44.1,"FFME"
"6353",43,"FFME"
"6354",36.7,"FFME"
"6355",34.8,"FFME"
"6356",42.4,"FFME"
"6357",42.5,"FFME"
"6358",40.2,"FFME"
"6359",39.9,"FFME"
"6360",38.5,"FFME"
"6361",38.7,"FFME"
"6362",38.7,"FFME"
"6363",37.4,"FFME"
"6364",39.3,"FFME"
"6365",34.6,"FFME"
"6366",33.6,"FFME"
"6367",32.9,"FFME"
"6368",42,"FFME"
"6369",42.5,"FFME"
"6370",40.2,"FFME"
"6371",39.4,"FFME"
"6372",37.6,"FFME"
"6373",38.4,"FFME"
"6374",39.8,"FFME"
"6375",38.1,"FFME"
"6376",36.4,"FFME"
"6377",38.4,"FFME"
"6378",37.5,"FFME"
"6379",33.4,"FFME"
"6380",30,"FFME"
"6381",27.2,"FFME"
"6382",29.8,"FFME"
"6383",31.5,"FFME"
"6384",29.3,"FFME"
"6385",32.4,"FFME"
"6386",33.5,"FFME"
"6387",34.5,"FFME"
"6388",37,"FFME"
"6389",34.7,"FFME"
"6390",31.4,"FFME"
"6391",37,"FFME"
"6392",40.6,"FFME"
"6393",41.5,"FFME"
"6394",37.6,"FFME"
"6395",34.7,"FFME"
"6396",37.8,"FFME"
"6397",35,"FFME"
"6398",45.5,"FFME"
"6399",40.8,"FFME"
"6400",39.7,"FFME"
"6401",38.9,"FFME"
"6402",40.5,"FFME"
"6403",43.5,"FFME"
"6404",46,"FFME"
"6405",46.6,"FFME"
"6406",48.5,"FFME"
"6407",45.2,"FFME"
"6408",45,"FFME"
"6409",42.2,"FFME"
"6410",42.6,"FFME"
"6411",52,"FFME"
"6412",42.1,"FFME"
"6413",41.8,"FFME"
"6414",43.4,"FFME"
"6415",48.4,"FFME"
"6416",46.3,"FFME"
"6417",48,"FFME"
"6418",49.6,"FFME"
"6419",48.8,"FFME"
"6420",45.9,"FFME"
"6421",46,"FFME"
"6422",43.9,"FFME"
"6423",44.8,"FFME"
